Event,Reference (Event),ID (Site),ID (Dataset),Site,Longitude,Latitude,Cont,Age min [ka],Age max [ka],Age [ka BP] (median),Age [ka BP] (mean),Reference (AgeModel),Depth [m],July WA-PLS,TTT std err [±] (reconstruction error for mean...),July-MAT,TTT std err [±] (reconstruction error for mean...),Annual WA-PLS,TTT std err [±] (reconstruction error for annu...),Annual-MAT,TTT std err [±] (reconstruction error for annu...),Total precip WA-PLS,Precip annual total err [±] (reconstruction error with WA-...),Total precip MAT,Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean from July ...),TTT std err [±] (reconstruction error for mean...),Precip annual total [mm/a] (reconstructed from July tempe...),Precip annual total err [±] (reconstruction error for annu...),MAAT [°C] (reconstructed from annual mea...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual mea...),Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean July tempe...),TTT std err [±] (reconstruction error for mean...),MAAT [°C] (reconstructed from annual pre...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual pre...),Precip annual total err [±] (reconstruction error for annu...),Elevation (masl),Type of data,Location type
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,31.16,36.31,33.84,33.82,AWI,374,7.9,1.95,9.5,1.68,-12.7,3.05,-10.8,2.08,125.6,230.75,190.8,189.08,8.6,1.66,119,259.19,-13.4,1.84,149.1,95.17,8,1.74,-13,1.97,167.2,40.72,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,31.6,36.65,34.4,34.32,AWI,378,8.8,1.95,10.3,1.57,-11.3,3.03,-10.1,2.1,143.3,230.5,194.2,187.66,9.1,1.66,136.3,258.92,-12.2,1.84,171.1,94.98,8.8,1.74,-11.9,1.97,175,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,32.43,37.2,35.02,34.94,AWI,383,9.4,1.95,10.9,1.52,-10.8,3.01,-9.5,2.11,155.7,230.32,190.7,197.31,9.4,1.65,148.2,258.78,-11.5,1.83,183.2,94.81,9.4,1.73,-11.3,1.96,178.9,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,33.06,37.67,35.63,35.56,AWI,388,8.9,1.95,11.3,1.67,-11.3,3.01,-8,2.14,140.6,230.43,259.4,197.74,9.1,1.66,133.9,258.88,-11.9,1.83,178.3,94.85,8.9,1.73,-11.8,1.96,176,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,34.08,38.17,36.2,36.18,AWI,393,8.3,1.95,10.5,1.54,-12.4,3.02,-8.8,2.03,134.5,230.48,264.2,193.66,8.7,1.66,126.7,258.96,-12.6,1.83,166.5,94.88,8.4,1.73,-12.6,1.96,170.2,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,35.08,38.54,36.75,36.78,AWI,398,8.9,1.95,10.7,1.5,-11.7,3.02,-9.2,2.01,151.2,230.42,239.6,197.7,9.2,1.66,145.1,258.9,-12.2,1.83,175,94.88,9,1.73,-11.9,1.96,176.4,40.66,500,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,-0.05,0.47,0.12,0.14,AWI,0.01,19.3,2.62,18.4,2.23,9.7,2.44,9.9,2.04,564.4,247.71,683.9,186.2,19.6,2.07,550.8,241.51,9.9,1.94,545.8,242.97,19.3,2.63,9.8,2.44,581.3,232.1,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,-0.02,0.98,0.28,0.33,AWI,0.02,20.2,2.62,19.3,2.18,11.1,2.43,10.4,1.97,560.9,247.68,629.4,182.4,20.4,2.07,556.2,241.35,11.2,1.94,549.3,242.76,20.2,2.63,11.1,2.44,590.6,231.95,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0,1.49,0.45,0.52,AWI,0.03,20.2,2.62,18.4,2.07,11.3,2.44,9.9,1.93,610.3,247.96,667,178.46,20.2,2.07,617,241.59,11.1,1.94,606,243.05,20.2,2.63,11.3,2.44,629.1,232.34,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.04,2.5,0.77,0.89,AWI,0.05,20.4,2.62,18.6,1.99,11.1,2.43,10,1.88,543.7,248.08,663.8,176.78,20,2.07,555.5,241.7,10.6,1.94,539.7,243.06,20.4,2.63,11.1,2.44,571.5,232.25,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.08,3.52,1.1,1.26,AWI,0.07,21.6,2.62,17.8,1.95,12.4,2.44,9.4,1.82,505.2,248.18,697.2,177.24,20.1,2.07,558.2,241.9,11.2,1.94,534.2,243.29,21.6,2.63,12.4,2.44,530,232.35,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.34,4.47,1.61,1.82,AWI,0.1,20.4,2.62,19.8,2.05,11.3,2.44,10.2,1.86,668.5,247.85,666.5,190.83,19.5,2.07,720.8,241.71,10.4,1.94,710.7,242.79,20.4,2.63,11.2,2.44,676.4,232.54,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.43,4.66,1.81,2.01,AWI,0.11,19.8,2.62,18.1,2.25,10.7,2.44,9.1,2.03,819.9,248.62,952.4,252.76,18.7,2.08,887.1,242.53,9.8,1.94,882.2,243.15,19.7,2.63,10.6,2.45,816.2,233.17,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.54,5.1,2.22,2.39,AWI,0.13,21.1,2.62,18.3,2.08,11.4,2.44,9.1,1.89,765.4,248.54,850.2,226.08,19.7,2.08,848.9,242.48,10.2,1.94,836.2,243.27,21,2.64,11.3,2.45,752,233.14,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.65,5.72,2.59,2.77,AWI,0.15,20.2,2.63,18.1,2.11,11,2.45,9.3,1.91,881.9,250.56,953.8,226.55,19,2.1,963.4,244.23,10,1.96,951.9,244.61,20.1,2.64,11,2.46,874.5,234.75,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,0.76,6.42,2.97,3.15,AWI,0.17,20.7,2.63,18.4,2.03,11.3,2.44,9.7,1.88,843.6,249.58,859,217.19,19.6,2.09,927.8,243.48,10.3,1.95,915.8,243.93,20.7,2.64,11.3,2.45,831.8,234.02,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,1.18,6.7,3.39,3.55,AWI,0.19,20.6,2.63,18,1.93,11.2,2.44,9.5,1.81,835.9,249.57,720.5,180.54,19.1,2.09,919.9,243.33,9.9,1.95,911.1,243.89,20.6,2.64,11.1,2.45,830.5,233.68,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,1.37,6.87,3.58,3.74,AWI,0.2,20.7,2.64,19.1,2.16,11.4,2.45,10.2,1.98,875.5,250.06,789.2,211.27,19.7,2.09,956.6,244.13,10.5,1.96,943,244.41,20.6,2.64,11.3,2.46,856,234.64,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,1.77,7.59,4.2,4.34,AWI,0.23,21,2.63,18,1.95,11.3,2.45,9.4,1.83,762.5,249.46,862.2,202.26,19.8,2.09,838.2,243.18,10.2,1.95,825.8,243.8,20.9,2.64,11.3,2.45,755.9,233.9,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,1.95,8.18,4.62,4.73,AWI,0.25,20.2,2.62,18.2,1.98,11,2.44,9.5,1.86,899.9,248.28,883.2,216.14,19.4,2.07,961,242.46,10,1.94,953,243.11,20.1,2.63,10.9,2.44,879.9,233.16,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,2.09,8.44,4.83,4.93,AWI,0.26,20.4,2.62,19.5,2.04,11.2,2.44,10.7,1.85,803.3,249,688.4,177.42,19.7,2.08,861.4,242.73,10.4,1.95,849.7,243.42,20.4,2.63,11.1,2.45,799.5,233.47,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,2.32,8.54,5.04,5.13,AWI,0.27,20.5,2.63,19.3,2.03,11.5,2.44,10.6,1.86,795,249.51,670.3,177.68,19.8,2.09,846.9,243.23,10.8,1.95,836.8,243.93,20.4,2.64,11.4,2.45,795.2,233.86,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,2.64,8.76,5.47,5.53,AWI,0.29,20.2,2.63,18,1.93,10.8,2.45,9.2,1.8,866.7,249.08,694.9,174.14,19.3,2.09,938.2,243.08,10,1.95,927.7,243.79,20.1,2.64,10.7,2.45,857.6,233.29,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,2.84,9.07,5.94,5.94,AWI,0.31,22,2.62,18.8,1.97,12.7,2.44,10.1,1.82,680.8,248.63,734.4,175.42,20.8,2.08,747.6,242.23,11.5,1.95,735,243.27,21.9,2.63,12.7,2.44,692.6,233.12,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,3.01,9.51,6.36,6.34,AWI,0.33,22.8,2.63,18.8,2.02,13.5,2.44,10.1,1.82,561.7,248.76,730.6,176.43,21.4,2.08,632.8,242.42,12,1.95,618.3,243.6,22.8,2.63,13.5,2.45,585.3,233.27,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,3.35,9.85,6.77,6.73,AWI,0.35,20.5,2.62,18.2,1.93,10.8,2.44,9.7,1.81,581.1,248.82,747.9,174.09,19.4,2.08,617.1,242.29,9.8,1.94,604.5,243.29,20.5,2.64,10.8,2.45,608.1,232.97,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,3.77,9.97,7.16,7.1,AWI,0.37,22.1,2.62,18.4,2.03,12.6,2.44,9.7,1.84,573.4,248.97,699.9,179.65,20.8,2.08,628.2,242.19,11.3,1.95,615,243.37,22.1,2.64,12.6,2.45,598,233.14,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,4.07,10.13,7.62,7.47,AWI,0.39,22.3,2.63,18.3,2.09,13.5,2.44,10,1.9,729.9,249.31,721.8,189.59,20.4,2.09,825.6,242.67,12,1.95,805.7,243.38,22.3,2.64,13.5,2.45,742.7,233.5,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,4.21,10.22,7.85,7.66,AWI,0.4,22.8,2.63,18.7,2.14,13.7,2.45,10,1.89,558.5,250.6,645.6,186.11,21,2.1,629.3,243.71,12.1,1.96,614.9,244.75,22.8,2.64,13.7,2.46,592.4,234.49,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,4.32,10.36,8.05,7.84,AWI,0.41,22.5,2.62,17.8,2.05,14.1,2.44,9.4,1.87,754.3,248.49,673,179.74,20.7,2.08,836.1,242.09,12.4,1.95,823.6,243.03,22.5,2.63,14,2.44,767.5,232.91,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,4.49,10.68,8.36,8.12,AWI,0.42,22,2.63,17.5,2.09,12.8,2.44,9.3,1.88,627.4,249.69,707,184.23,20,2.09,703.5,242.73,11.1,1.95,690.7,243.69,22,2.64,12.8,2.45,661.7,233.6,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,5.34,10.82,8.73,8.52,AWI,0.44,22.2,2.63,17.5,2.11,12.8,2.45,9.2,1.94,547,250.16,771.5,183.35,20.1,2.1,624.4,243.26,11,1.96,610.7,244.38,22.2,2.65,12.8,2.45,581.7,234.24,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,5.96,10.95,9.12,8.92,AWI,0.47,21.6,2.62,17.1,1.94,12.4,2.44,9,1.87,581.8,248.67,693.6,179.47,20.2,2.08,628.5,242.13,11.1,1.95,622.6,243.2,21.6,2.63,12.4,2.45,617.7,232.94,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,6.28,11.12,9.53,9.32,AWI,0.48,21.3,2.62,17.8,2.01,12.5,2.44,10.4,1.94,599.7,248.71,813.6,183.33,20.2,2.08,642.3,242.12,11.6,1.95,631.1,243.3,21.3,2.63,12.6,2.44,628.8,232.9,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,6.43,11.21,9.78,9.52,AWI,0.5,22,2.63,18.5,2.09,13.3,2.45,10.8,1.93,569,248.65,793,189.7,21.1,2.1,614.1,242.04,12.7,1.96,599.3,243.61,22,2.64,13.3,2.46,600.9,232.98,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,7.7,11.66,10.4,10.2,AWI,0.53,24,2.62,19.5,2.09,15.3,2.44,11.8,1.93,551.3,248.73,913.2,190.02,21.9,2.08,627.9,242.21,13.4,1.96,614.8,243.52,24,2.63,15.3,2.44,574.3,232.95,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,8.25,11.7,10.55,10.39,AWI,0.54,23.4,2.62,18.2,2.06,14.5,2.44,10.8,2.05,493,248.43,846.9,185.4,21.6,2.09,562,242,13,1.95,543.1,243.25,23.4,2.63,14.5,2.45,520.9,233.06,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,9.31,11.8,10.85,10.77,AWI,0.56,21.8,2.61,18.3,2.04,12.5,2.43,10.4,2.03,537.1,247.53,800.7,189.09,21,2.07,561.6,241.32,11.6,1.94,554.2,242.37,21.9,2.63,12.5,2.44,559.2,231.93,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,10.29,11.93,11.16,11.15,AWI,0.58,21.1,2.61,16.9,2.04,11.4,2.43,8.6,1.99,514.4,247.48,729.5,190.11,20.2,2.07,535.3,241.22,10.4,1.94,527.7,242.21,21.1,2.63,11.4,2.44,537.8,231.81,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,10.93,12.19,11.54,11.54,AWI,0.6,20.2,2.61,17.5,2.02,10.5,2.44,8.8,1.86,542.9,247.5,722.4,186.92,19.1,2.07,562,241.32,9.6,1.94,549,242.29,20.3,2.63,10.5,2.44,558.1,231.72,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,11.26,12.32,11.77,11.77,AWI,0.61,19.6,2.62,17.1,1.95,10.2,2.44,8.6,1.83,719.7,247.83,808.3,190.1,19,2.08,745.8,241.79,9.9,1.94,731.2,242.81,19.5,2.64,10.2,2.44,723.5,232.2,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,11.67,12.62,12.12,12.13,AWI,0.62,19.7,2.61,17.5,1.93,9.6,2.44,8.2,1.82,527,247.62,681.4,183.56,19,2.08,537.5,241.28,9,1.94,533.3,242.56,19.6,2.63,9.6,2.44,533.7,231.85,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,11.87,12.92,12.35,12.36,AWI,0.64,21.6,2.61,18.3,2.09,11.4,2.43,9.3,1.95,460.6,247.41,714.8,187.38,20.5,2.07,487.3,241.22,10.3,1.94,477.4,242.3,21.6,2.63,11.4,2.44,464.9,231.81,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,12.02,13.23,12.59,12.6,AWI,0.64,20.5,2.62,17.2,1.93,10.7,2.44,8.5,1.79,517.5,248.06,699.9,181.87,19.2,2.07,546.9,241.78,9.4,1.94,537.4,242.64,20.6,2.63,10.7,2.44,548.3,232.31,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,12.14,13.58,12.81,12.83,AWI,0.66,19.5,2.63,16.9,2.06,9.7,2.45,8.4,1.84,556.4,248.43,735.1,185.22,18.6,2.09,586,242.06,9.1,1.95,563.6,243.43,19.5,2.64,9.7,2.45,576.8,232.74,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,12.25,13.92,13.05,13.07,AWI,0.66,20.2,2.62,17.5,1.91,10.4,2.44,8.7,1.79,480.8,247.77,637.8,172.21,19.1,2.08,509.5,241.41,9.5,1.95,497.6,242.52,20.2,2.63,10.4,2.45,504,232.07,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,12.36,14.3,13.29,13.3,AWI,0.68,19.2,2.62,17.3,1.93,9.4,2.44,8.6,1.79,589.2,247.66,694.6,187.97,18.3,2.07,616.9,241.5,8.7,1.94,608.4,242.61,19.2,2.63,9.4,2.44,591.9,232.24,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,13.15,15.22,14.14,14.15,AWI,0.69,18.6,2.61,17.1,1.93,9.2,2.43,8.5,1.79,628.1,247.39,803.9,189.56,18,2.07,635,241.16,8.7,1.94,633.5,242.38,18.6,2.63,9.2,2.44,638,231.68,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,14.32,16.25,15.25,15.26,AWI,0.69,19.2,2.61,17.2,1.92,9.6,2.43,8.6,1.79,582.7,247.33,742.3,183.41,18.4,2.07,583.6,241.07,8.9,1.93,588.2,242.18,19.2,2.62,9.6,2.44,591.3,231.61,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,15.49,17.3,16.35,16.36,AWI,0.7,19.7,2.62,17.2,2.01,10.4,2.43,8.4,1.93,596,247.46,810.2,183.5,19,2.07,608,241.02,9.8,1.94,612.7,242.19,19.8,2.63,10.4,2.44,610.1,231.73,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,16.64,18.34,17.46,17.46,AWI,0.7,18.3,2.62,17.2,1.93,8.9,2.44,8.6,1.79,717.4,247.66,697.2,183.52,18.3,2.08,718.2,241.27,9,1.94,716.6,242.47,18.2,2.63,8.9,2.44,722.3,231.82,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,17.75,19.39,18.56,18.57,AWI,0.7,19.2,2.62,21.2,2.41,9.1,2.44,10.1,2.29,644.6,247.74,593.5,194.2,19.6,2.09,622.2,241.34,9.4,1.94,641.8,242.54,19.2,2.64,9.1,2.44,655.5,232.2,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,18.87,20.45,19.67,19.67,AWI,0.71,18.9,2.61,17.7,1.95,9.1,2.43,9.1,1.87,601,247.55,814,192.4,18.4,2.07,602.8,241.17,8.6,1.94,614.6,242.4,18.9,2.63,9.1,2.44,599.3,231.82,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,19.96,21.52,20.78,20.77,AWI,0.72,18.4,2.61,17.8,1.94,8.7,2.44,8.5,1.83,645.7,247.69,736.2,199.57,17.8,2.07,646.2,241.27,8.2,1.94,655.2,242.46,18.4,2.63,8.7,2.44,641.9,231.87,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,23.16,24.84,24.09,24.09,AWI,0.73,17.7,2.62,18.3,1.94,8,2.44,8.5,1.8,654,247.62,572.4,182.37,17.9,2.07,639,241.24,8.2,1.94,645.8,242.46,17.7,2.63,8,2.44,653,231.87,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,25.2,27.11,26.3,26.29,AWI,0.74,18.8,2.62,19.5,2.38,8.8,2.44,9.9,2.39,552.3,247.71,740.7,199.74,19.2,2.08,535,241.36,9.1,1.94,544.9,242.57,18.7,2.63,8.8,2.45,556.5,231.97,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,27.27,29.43,28.5,28.5,AWI,0.75,18.8,2.62,18.3,2.44,9,2.44,9,2.39,590.8,247.84,778.8,206.63,19.5,2.08,564.5,241.34,9.5,1.94,574.5,242.49,18.8,2.64,9,2.45,604.6,232.05,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,30.85,33.55,32.37,32.36,AWI,0.77,17,2.64,18.1,2.23,7.4,2.45,9.1,2.15,693.6,248.4,843.1,188.13,18.8,2.1,633.2,242.05,9,1.95,642.9,243.07,17,2.65,7.4,2.45,713.2,232.5,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,31.54,34.19,33.01,32.98,AWI,0.79,19.4,2.62,20.6,2.24,9,2.44,10.5,2.35,539.2,247.74,655.7,192.86,19.9,2.08,516.7,241.62,9.2,1.95,531.1,242.58,19.4,2.63,9,2.44,541.3,232.05,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,31.79,34.56,33.32,33.29,AWI,0.8,18.7,2.64,19.9,2.24,8.5,2.45,10.6,2.1,573,248.48,716.8,190.31,20,2.1,520.9,241.93,9.6,1.95,536.4,242.92,18.6,2.65,8.5,2.46,594.6,232.63,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,32.1,35.48,33.94,33.9,AWI,0.82,19.7,2.63,21.5,2.25,9.3,2.44,11.6,2.08,485.9,248.07,634.4,196.23,20.5,2.09,447.6,241.73,9.8,1.95,465.5,242.59,19.7,2.64,9.3,2.45,502.3,232.4,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,32.3,36.52,34.57,34.52,AWI,0.84,18.1,2.64,20.6,2.31,8,2.45,11.2,2.18,573.7,248.63,698.7,196.28,19.7,2.11,528.1,242.48,9.4,1.96,536.1,243.72,18.1,2.65,7.9,2.46,584.9,232.7,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,32.83,37.23,35.18,35.13,AWI,0.86,17.5,2.63,19.2,2.58,7.8,2.44,9.9,2.23,734.6,248.23,771.7,224.39,19.3,2.09,681.5,241.82,9.3,1.95,688,242.85,17.5,2.65,7.7,2.45,740.9,232.47,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,33.99,37.36,35.77,35.74,AWI,0.88,17.7,2.63,17.9,2.4,8,2.44,8.7,2.52,688.2,248.22,863.4,213.4,19.4,2.09,627.1,241.6,9.6,1.95,640.8,242.82,17.6,2.65,8,2.45,710.5,232.37,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,35.11,37.53,36.38,36.38,AWI,0.9,19,2.63,16.9,2.33,9.1,2.44,7.7,2.45,599,248.04,970.6,205.14,20.3,2.08,546.8,241.63,10,1.95,565.9,242.52,19,2.64,9.1,2.45,610.1,232.37,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,35.95,37.76,36.98,36.96,AWI,0.92,18.1,2.63,18.6,2.32,8.4,2.45,9.7,2.07,642.3,248.35,745.7,197.46,19.8,2.09,588.1,242.2,9.9,1.96,589.9,243.13,18.1,2.64,8.4,2.46,657.7,232.44,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,36.51,38.19,37.54,37.51,AWI,0.94,17.3,2.65,18.5,2.25,7.5,2.45,9.3,2.28,696.2,248.85,813.2,189.27,19.4,2.11,632,242.36,9.4,1.96,636.3,243.29,17.2,2.65,7.5,2.46,715.7,232.82,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,36.65,38.28,37.65,37.62,AWI,0.96,17.1,2.65,18.9,2.26,7.5,2.45,9.7,2.22,740,248.88,850.6,216.19,18.6,2.11,687.2,242.21,8.9,1.96,691.7,243.15,17,2.66,7.5,2.46,760.2,232.82,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,36.77,38.38,37.77,37.74,AWI,0.98,18.4,2.64,18.7,2.24,8.5,2.45,9.4,2.24,646.9,248.37,802.9,190.49,20.1,2.09,589.1,241.91,9.9,1.95,600.2,242.83,18.3,2.65,8.5,2.46,665,232.51,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,36.89,38.54,37.89,37.86,AWI,1,16.9,2.62,14.6,2.64,7.3,2.44,6.1,2.37,757.4,247.91,1016.2,246,18.4,2.08,700.1,241.58,8.5,1.95,709,242.46,16.9,2.64,7.3,2.44,759.2,232.24,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,36.98,38.78,37.98,37.98,AWI,1.02,17.2,2.63,17.4,2.61,7.7,2.44,8.6,2.34,737,248.04,893.2,235.07,18.6,2.08,683.7,241.59,8.9,1.95,695.4,242.69,17.2,2.64,7.7,2.45,752.5,232.13,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.09,38.88,38.07,38.06,AWI,1.04,20,2.62,22,2.21,9.6,2.44,11.4,2.08,546.1,247.95,598.2,189.44,20.3,2.09,525.5,241.67,9.7,1.95,538.5,242.55,20,2.64,9.6,2.45,555.9,232.31,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.19,38.97,38.15,38.15,AWI,1.06,17.8,2.63,19,2.29,8.1,2.44,10,2.29,640.2,248.22,825,202.58,19.3,2.09,587.9,241.67,9.5,1.95,593.2,242.78,17.7,2.65,8.1,2.45,656,232.35,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.26,39.11,38.23,38.23,AWI,1.08,19.4,2.62,21.3,2.14,9.2,2.44,11.3,2.06,630.4,247.73,615.7,184.07,20.1,2.08,607.3,241.45,9.7,1.94,618.2,242.43,19.4,2.63,9.2,2.44,636,232.1,656,Raw,Lake
